,Title,Runtime (mins),Year,Release Date,IMDb Rating,Num Votes,Rotten Tomatoes Rating,Metascore,Box Office
1476,Lethal Weapon 3,118 min,1992,15 May 1992,6.7,"145,836",59%,40,N/A
1477,A River Runs Through It,123 min,1992,30 Oct 1992,7.3,"49,082",80%,68,N/A
1478,Homeward Bound: The Incredible Journey,84 min,1993,12 Feb 1993,6.9,"38,752",87%,N/A,N/A
1479,Hot Shots! Part Deux,86 min,1993,21 May 1993,6.6,"78,198",57%,N/A,N/A
1480,Dennis the Menace,94 min,1993,25 Jun 1993,5.6,"51,030",28%,N/A,N/A
1481,The Piano,121 min,1993,11 Feb 1994,7.6,"72,858",92%,89,N/A
1482,The Flintstones,91 min,1994,27 May 1994,4.9,"70,136",22%,38,N/A
1483,Crimson Tide,116 min,1995,12 May 1995,7.3,"93,850",88%,66,N/A
1484,Leaving Las Vegas,111 min,1995,09 Feb 1996,7.5,"106,724",90%,82,N/A
1485,Waiting to Exhale,124 min,1995,22 Dec 1995,5.8,"8,728",56%,N/A,N/A
1486,The Birdcage,117 min,1996,08 Mar 1996,7.0,"73,271",79%,72,N/A
1487,James and the Giant Peach,79 min,1996,12 Apr 1996,6.7,"55,993",91%,N/A,N/A
1488,The Full Monty,91 min,1997,19 Sep 1997,7.2,"92,412",96%,75,N/A
1489,The Jackal,124 min,1997,14 Nov 1997,6.4,"99,822",23%,36,N/A
1490,My Best Friend's Wedding,105 min,1997,20 Jun 1997,6.3,"117,718",73%,50,N/A
1491,Spawn,96 min,1997,01 Aug 1997,5.2,"60,263",18%,34,N/A
1492,Great Expectations,111 min,1998,30 Jan 1998,6.8,"48,399",37%,55,N/A
1493,Out of Sight,123 min,1998,26 Jun 1998,7.0,"79,723",93%,85,N/A
1494,Antz,83 min,1998,02 Oct 1998,6.6,"139,504",93%,72,N/A
1495,Bride of Chucky,89 min,1998,16 Oct 1998,5.4,"47,727",46%,48,N/A
1496,The Faculty,104 min,1998,25 Dec 1998,6.5,"103,371",53%,61,N/A
1497,Pleasantville,124 min,1998,23 Oct 1998,7.5,"114,443",85%,71,N/A
1498,8MM,123 min,1999,26 Feb 1999,6.5,"115,973",22%,19,N/A
1499,Arlington Road,117 min,1999,09 Jul 1999,7.2,"76,720",63%,65,N/A
1500,The Bone Collector,118 min,1999,05 Nov 1999,6.7,"141,907",28%,45,N/A
1501,Deep Blue Sea,105 min,1999,28 Jul 1999,5.8,"115,046",59%,54,N/A
1502,Payback,100 min,1999,05 Feb 1999,7.1,"124,544",54%,46,N/A
1503,The Thirteenth Floor,100 min,1999,28 May 1999,7.0,"61,634",29%,36,N/A
1504,The Thomas Crown Affair,113 min,1999,06 Aug 1999,6.8,"81,817",70%,72,N/A
1505,Three Kings,114 min,1999,01 Oct 1999,7.1,"152,706",94%,82,N/A
1506,Wild Wild West,106 min,1999,30 Jun 1999,4.9,"144,520",17%,38,N/A
1507,Boiler Room,120 min,2000,18 Feb 2000,7.0,"46,511",66%,63,N/A
1508,Chicken Run,84 min,2000,23 Jun 2000,7.0,"164,054",97%,88,"$106,604,314"
1509,Little Nicky,90 min,2000,10 Nov 2000,5.3,"91,460",22%,38,"$38,542,597"
1510,Behind Enemy Lines,106 min,2001,30 Nov 2001,6.4,"94,691",37%,49,"$58,767,833"
1511,How High,93 min,2001,21 Dec 2001,6.3,"49,965",26%,29,"$31,155,435"
1512,Monster's Ball,111 min,2001,01 Mar 2002,7.1,"78,679",85%,69,"$31,252,964"
1513,Sweet November,119 min,2001,16 Feb 2001,6.7,"80,113",15%,27,"$24,418,719"
1514,40 Days and 40 Nights,96 min,2002,01 Mar 2002,5.6,"67,446",38%,53,N/A
1515,Ghost Ship,91 min,2002,25 Oct 2002,5.5,"87,235",15%,28,"$30,100,000"
1516,Maid in Manhattan,105 min,2002,13 Dec 2002,5.2,"78,817",39%,45,"$93,815,117"
1517,Punch-Drunk Love,95 min,2002,01 Nov 2002,7.3,"132,394",80%,78,"$17,800,000"
1518,Trapped,106 min,2002,20 Sep 2002,6.2,"21,652",17%,42,"$6,916,869"
1519,Two Weeks Notice,101 min,2002,20 Dec 2002,6.1,"98,400",42%,42,"$93,300,000"
1520,The Core,135 min,2003,28 Mar 2003,5.5,"85,959",40%,48,"$31,042,346"
1521,Final Destination 2,90 min,2003,31 Jan 2003,6.2,"140,523",48%,38,"$46,500,000"
1522,Johnny English,87 min,2003,18 Jul 2003,6.2,"137,139",33%,51,"$27,972,410"
1523,A Man Apart,109 min,2003,04 Apr 2003,6.1,"42,363",11%,36,"$26,183,197"
1524,Brother Bear,85 min,2003,01 Nov 2003,6.8,"86,391",37%,48,"$85,095,337"
1525,Gothika,98 min,2003,21 Nov 2003,5.8,"100,240",14%,38,"$59,537,388"
1526,The Princess Diaries 2: Royal Engagement,113 min,2004,11 Aug 2004,5.8,"67,808",25%,43,"$95,111,012"
1527,Secret Window,96 min,2004,12 Mar 2004,6.6,"169,697",46%,46,"$47,781,388"
1528,The SpongeBob SquarePants Movie,87 min,2004,19 Nov 2004,7.1,"71,099",69%,66,"$85,373,733"
1529,Starsky & Hutch,101 min,2004,05 Mar 2004,6.1,"131,447",62%,55,"$87,100,000"
1530,Diary of a Mad Black Woman,116 min,2005,25 Feb 2005,5.7,"12,891",16%,36,"$50,382,128"
1531,The Jacket,103 min,2005,04 Mar 2005,7.1,"103,414",44%,44,"$6,282,106"
1532,Mindhunters,106 min,2004,13 May 2005,6.4,"55,097",24%,33,N/A
1533,Unleashed,103 min,2005,13 May 2005,7.0,"93,897",65%,58,"$24,380,112.00"
1534,Just Like Heaven,95 min,2005,16 Sep 2005,6.7,"93,191",55%,47,"$48,291,624"
1535,Stay,99 min,2005,21 Oct 2005,6.9,"70,322",26%,41,"$3,349,167"
1536,An Unfinished Life,108 min,2005,16 Sep 2005,7.0,"27,144",52%,49,"$8,535,575"
1537,Aquamarine,104 min,2006,03 Mar 2006,5.4,"35,657",51%,51,"$18,562,160"
1538,The Benchwarmers,80 min,2006,07 Apr 2006,5.6,"45,626",11%,25,"$57,651,794"
1539,Glory Road,118 min,2006,13 Jan 2006,7.2,"40,080",N/A,58,N/A
1540,Poseidon,98 min,2006,12 May 2006,5.6,"91,880",33%,50,"$60,600,000"
1541,RV,99 min,2006,28 Apr 2006,5.5,"52,596",23%,33,"$71,402,035"
1542,Snakes on a Plane,105 min,2006,18 Aug 2006,5.5,"126,113",69%,58,"$33,886,034"
1543,Tristan + Isolde,125 min,2006,13 Jan 2006,6.8,"48,718",31%,49,"$14,564,306"
1544,Dreamgirls,130 min,2006,25 Dec 2006,6.5,"64,497",78%,76,"$103,300,000"
1545,We Are Marshall,131 min,2006,22 Dec 2006,7.1,"53,620",48%,53,"$43,532,294"
1546,Awake,84 min,2007,30 Nov 2007,6.5,"69,395",24%,33,"$14,296,153"
1547,Balls of Fury,90 min,2007,29 Aug 2007,5.3,"38,776",22%,38,"$32,844,290"
1548,The Condemned,113 min,2007,27 Apr 2007,6.1,"48,383",15%,23,"$7,327,940"
1549,Dead Silence,89 min,2007,16 Mar 2007,6.2,"79,064",19%,34,"$16,500,000"
1550,Death Sentence,105 min,2007,31 Aug 2007,6.8,"66,197",21%,36,"$9,479,756"
1551,Evening,117 min,2007,29 Jun 2007,6.5,"12,553",27%,45,"$12,406,646"
1552,The Hills Have Eyes II,89 min,2007,23 Mar 2007,5.1,"57,257",12%,32,"$20,765,928"
1553,Hostel: Part II,94 min,2007,08 Jun 2007,5.5,"80,579",44%,46,"$17,544,812"
1554,In the Valley of Elah,121 min,2007,28 Sep 2007,7.2,"66,005",73%,65,"$6,585,535"
1555,The Lookout,99 min,2007,30 Mar 2007,7.0,"54,723",87%,73,"$4,538,656"
1556,Mr. Bean's Holiday,90 min,2007,24 Aug 2007,6.4,"106,225",52%,56,"$32,553,210"
1557,No Reservations,104 min,2007,27 Jul 2007,6.3,"66,659",42%,50,"$43,100,000"
1558,Premonition,96 min,2007,16 Mar 2007,5.9,"69,436",8%,29,"$47,852,604"
1559,Rendition,122 min,2007,19 Oct 2007,6.8,"52,249",47%,55,"$9,664,316"
1560,Saw IV,93 min,2007,26 Oct 2007,5.9,"130,900",18%,36,"$63,270,259"
1561,Charlie Bartlett,97 min,2007,22 Feb 2008,7.0,"60,635",57%,54,"$3,738,218"
1562,Meet the Spartans,86 min,2008,25 Jan 2008,2.8,"97,494",2%,9,"$38,200,000"
1563,Appaloosa,115 min,2008,03 Oct 2008,6.8,"55,650",77%,64,"$20,157,730"
1564,High School Musical 3: Senior Year,112 min,2008,24 Oct 2008,4.7,"52,862",64%,57,"$90,535,406"
1565,How to Lose Friends & Alienate People,110 min,2008,03 Oct 2008,6.4,"65,541",37%,35,"$2,458,092"
1566,Igor,87 min,2008,19 Sep 2008,6.0,"21,429",37%,40,"$19,420,496"
1567,My Best Friend's Girl,101 min,2008,19 Sep 2008,5.9,"40,806",14%,34,"$19,151,864"
1568,Quarantine,89 min,2008,10 Oct 2008,6.0,"65,201",57%,53,"$31,691,811"
1569,Righteous Kill,101 min,2008,12 Sep 2008,6.0,"80,544",18%,36,"$39,983,772"
1570,The Ruins,90 min,2008,04 Apr 2008,5.9,"65,997",48%,44,"$17,402,425"
1571,The Secret Life of Bees,114 min,2008,17 Oct 2008,7.3,"22,605",59%,57,"$37,665,012"
1572,The Tale of Despereaux,93 min,2008,19 Dec 2008,6.1,"34,005",57%,53,"$50,818,750"
1573,Extract,92 min,2009,04 Sep 2009,6.2,"42,680",62%,61,"$10,642,511"
1574,Halloween II,105 min,2009,28 Aug 2009,4.9,"44,692",21%,35,"$33,335,670"
1575,Hannah Montana: The Movie,102 min,2009,10 Apr 2009,4.4,"36,924",43%,47,"$79,478,344"
1576,The Informant!,108 min,2009,18 Sep 2009,6.5,"59,973",80%,66,"$33,278,731"
1577,Observe and Report,86 min,2009,10 Apr 2009,5.8,"57,593",51%,54,"$23,993,605"
1578,Obsessed,108 min,2009,24 Apr 2009,4.9,"26,959",19%,25,"$68,261,644"
1579,Paul Blart: Mall Cop,91 min,2009,16 Jan 2009,5.2,"95,476",32%,39,"$146,336,178"
1580,Astro Boy,94 min,2009,23 Oct 2009,6.3,"30,438",50%,53,"$19,548,064"
1581,Cirque du Freak: The Vampire's Assistant,109 min,2009,23 Oct 2009,5.9,"40,587",38%,43,"$13,838,130"
1582,Crazy Heart,112 min,2009,05 Feb 2010,7.3,"79,570",90%,83,"$38,349,555"
1583,Did You Hear About the Morgans?,103 min,2009,18 Dec 2009,4.8,"34,887",12%,27,"$29,580,087"
1584,Old Dogs,88 min,2009,25 Nov 2009,5.4,"34,529",5%,19,"$49,474,048"
1585,The Spy Next Door,94 min,2010,15 Jan 2010,5.5,"36,820",12%,27,"$24,268,828"
1586,Tooth Fairy,101 min,2010,22 Jan 2010,5.0,"37,798",18%,36,"$58,565,813"
1587,Vampires Suck,82 min,2010,18 Aug 2010,3.4,"43,742",4%,18,"$36,300,000"
1588,The Warrior's Way,100 min,2010,03 Dec 2010,6.3,"24,287",29%,45,"$5,664,251"
1589,"Big Mommas: Like Father, Like Son",107 min,2011,18 Feb 2011,4.4,"23,534",5%,22,"$37,911,876"
1590,Prom,104 min,2011,29 Apr 2011,5.4,"14,274",36%,50,"$10,106,233"
1591,Winnie the Pooh,63 min,2011,15 Jul 2011,7.2,"19,631",91%,74,"$26,687,172"
1592,Silent House,86 min,2011,09 Mar 2012,5.3,"20,872",42%,49,"$9,921,042"
1593,Courageous,129 min,2011,30 Sep 2011,7.0,"17,499",33%,42,"$34,522,221"
1594,Spy Kids 4-D: All the Time in the World,89 min,2011,19 Aug 2011,3.5,"19,989",22%,37,"$38,536,376"
1595,Won't Back Down,121 min,2012,28 Sep 2012,6.4,"5,916",35%,42,"$5,308,553"
1596,The Spectacular Now,95 min,2013,13 Sep 2013,7.1,"133,638",92%,82,N/A
1597,The Colony,95 min,2013,20 Sep 2013,5.3,"40,565",16%,28,N/A
1598,Being Flynn,102 min,2012,19 Apr 2012,6.4,"15,793",51%,53,"$526,322"
1599,El Gringo,99 min,2012,11 May 2012,5.5,"5,472",N/A,N/A,N/A
1600,Bait,93 min,2012,20 Sep 2012,5.2,"14,678",47%,N/A,"$365,187"
1601,Interview with a Hitman,96 min,2012,20 Jul 2012,6.2,"8,987",N/A,N/A,N/A
1602,The Samaritan,90 min,2012,20 Apr 2012,5.6,"9,070",26%,37,"$1,744"
1603,Maximum Conviction,98 min,2012,12 Jan 2013,4.9,"6,078",N/A,N/A,N/A
1604,Catch .44,94 min,2011,05 Jan 2012,4.6,"15,991",N/A,N/A,N/A
1605,"Peace, Love & Misunderstanding",96 min,2011,16 Aug 2012,5.9,"7,385",30%,45,"$539,896"
1606,Margaret,150 min,2011,01 Jun 2012,6.5,"14,591",73%,61,"$46,495"
1607,Setup,85 min,2011,13 Oct 2011,4.4,"19,696",N/A,N/A,N/A
1608,Sound of My Voice,85 min,2011,03 Aug 2012,6.6,"19,401",74%,67,"$300,000"
1609,Rampart,108 min,2011,24 Feb 2012,5.8,"22,046",74%,70,"$969,239"
1610,The Trouble with Bliss,97 min,2011,23 Mar 2012,5.4,"2,340",33%,38,"$10,911"
1611,X: Night of Vengeance,90 min,2011,24 Nov 2011,5.6,"6,561",70%,N/A,N/A
1612,The Day,87 min,2011,20 Sep 2012,5.2,"11,687",29%,41,"$20,502"
1613,Flypaper,87 min,2011,25 Aug 2011,6.4,"30,292",17%,37,"$1,098"
1614,Chalet Girl,97 min,2011,14 Oct 2011,6.3,"22,268",77%,42,"$1,201"
1615,The Human Centipede II (Full Sequence),91 min,2011,01 Nov 2011,3.8,"32,717",30%,17,"$122,890"
1616,Damsels in Distress,99 min,2011,26 Apr 2012,5.7,"8,754",75%,67,"$1,007,535"
1617,Frozen,93 min,2010,25 Mar 2010,6.2,"61,887",63%,43,"$131,395"
1618,Last Night,93 min,2010,16 Feb 2011,6.6,"44,764",54%,50,"$100,000"
1619,Waiting for Forever,95 min,2010,04 Feb 2011,6.0,"19,216",5%,26,"$16,291"
1620,The Way,123 min,2010,19 Nov 2010,7.4,"27,791",83%,64,"$4,300,000"
1621,Elektra Luxx,100 min,2010,14 Mar 2010,5.1,"6,529",25%,50,"$7,308"
1622,Animal Kingdom,113 min,2010,03 Jun 2010,7.3,"51,643",95%,83,"$1,000,000"
1623,High School,99 min,2010,23 Nov 2012,5.8,"7,038",26%,31,"$100,000"
1624,London Boulevard,103 min,2010,26 Nov 2010,6.2,"44,559",36%,52,"$10,484"
1625,The Killer Inside Me,109 min,2010,08 Jun 2010,6.1,"31,713",54%,53,"$200,000"
1626,You Will Meet a Tall Dark Stranger,98 min,2010,22 Oct 2010,6.3,"41,545",46%,51,"$3,200,000"
1627,Exam,101 min,2009,17 Jun 2010,6.9,"94,407",63%,N/A,N/A
1628,Blood and Bone,93 min,2009,20 Sep 2009,6.7,"29,355",N/A,N/A,N/A
1629,Alvin and the Chipmunks: The Squeakquel,88 min,2009,23 Dec 2009,4.5,"39,121",20%,41,"$219,304,216"
1630,Bitch Slap,109 min,2009,06 Nov 2009,4.5,"12,983",29%,19,N/A
1631,The Tournament,95 min,2009,25 Jul 2010,6.1,"33,001",N/A,N/A,N/A
1632,Black Dynamite,84 min,2009,13 Jan 2010,7.4,"42,993",83%,65,"$131,862"
1633,The Hole,92 min,2009,11 Jun 2010,5.7,"21,407",81%,57,"$1,603,580"
1634,Spread,97 min,2009,08 Jul 2009,5.9,"36,336",21%,43,"$122,948"
1635,Mysterious Skin,105 min,2004,24 Jun 2005,7.7,"62,281",85%,73,"$508,378"
1636,The Girl Next Door,91 min,2007,17 Oct 2008,6.6,"21,424",67%,29,N/A
1637,The Babysitters,88 min,2007,13 May 2011,5.7,"10,135",33%,35,N/A
1638,Ali G Indahouse,85 min,2002,22 Mar 2002,6.2,"79,139",56%,N/A,N/A
1639,Lara Croft Tomb Raider: The Cradle of Life,117 min,2003,25 Jul 2003,5.5,"122,122",25%,43,"$65,700,000"
1640,Billy Elliot,110 min,2000,10 Nov 2000,7.7,"114,900",85%,74,N/A
1641,Crash,100 min,1996,21 Mar 1997,6.4,"47,975",59%,47,"$3,168,660"
1642,Gummo,89 min,1997,24 Nov 1997,6.7,"28,872",35%,19,N/A
1643,The Long Kiss Goodnight,121 min,1996,11 Oct 1996,6.8,"67,723",69%,44,N/A
1644,Do the Right Thing,120 min,1989,21 Jul 1989,7.9,"75,072",90%,91,N/A
1645,The Name of the Rose,130 min,1986,24 Sep 1986,7.8,"94,486",74%,N/A,N/A
1646,Clash of the Titans,118 min,1981,12 Jun 1981,6.9,"37,593",68%,59,N/A
1647,Lost River,95 min,2014,10 Apr 2015,5.8,"15,694",31%,42,N/A
1648,The Texas Chain Saw Massacre,83 min,1974,04 Oct 1974,7.5,"120,588",88%,75,N/A
1649,Emmanuelle,95 min,1974,03 Dec 1974,5.3,"8,605",56%,N/A,N/A
1650,Badlands,94 min,1973,05 Jan 1974,7.9,"58,601",98%,93,N/A
1651,The Omen,111 min,1976,25 Jun 1976,7.6,"98,076",86%,62,N/A
1652,Friday the 13th,95 min,1980,09 May 1980,6.5,"104,889",63%,22,N/A
1653,Stripes,106 min,1981,26 Jun 1981,6.9,"58,814",86%,68,N/A
1654,Up in Smoke,86 min,1978,15 Sep 1978,7.0,"33,314",N/A,57,N/A
1655,The Dark Crystal,93 min,1982,17 Dec 1982,7.2,"50,969",78%,66,N/A
1656,Porky's,94 min,1981,19 Mar 1982,6.2,"35,179",30%,40,N/A
1657,Superman III,125 min,1983,17 Jun 1983,4.9,"59,442",26%,44,N/A
1658,Splash,111 min,1984,09 Mar 1984,6.2,"63,133",90%,71,N/A
1659,Better Off Dead...,97 min,1985,11 Oct 1985,7.2,"38,783",76%,51,N/A
1660,The Last Dragon,109 min,1985,22 Mar 1985,6.9,"11,748",59%,N/A,N/A
1661,Pale Rider,115 min,1985,28 Jun 1985,7.3,"47,937",92%,61,N/A
1662,Flight of the Navigator,90 min,1986,01 Aug 1986,6.9,"40,270",83%,64,N/A
1663,Fatal Attraction,119 min,1987,18 Sep 1987,6.9,"67,519",77%,67,N/A
1664,"Good Morning, Vietnam",121 min,1987,15 Jan 1988,7.3,"115,808",90%,67,N/A
1665,Raising Arizona,94 min,1987,17 Apr 1987,7.4,"116,673",91%,68,N/A
1666,Child's Play,87 min,1988,09 Nov 1988,6.6,"76,931",67%,58,N/A
1667,The Land Before Time,69 min,1988,18 Nov 1988,7.4,"73,314",71%,66,N/A
1668,Pet Sematary,103 min,1989,21 Apr 1989,6.6,"80,933",52%,38,N/A
1669,Rambo III,102 min,1988,25 May 1988,5.8,"109,020",39%,36,N/A
1670,Uncle Buck,100 min,1989,16 Aug 1989,7.0,"75,980",61%,51,N/A
1671,Jacob's Ladder,113 min,1990,02 Nov 1990,7.5,"89,546",71%,62,N/A
1672,Lord of the Flies,90 min,1990,16 Mar 1990,6.4,"25,798",63%,N/A,N/A
1673,Presumed Innocent,127 min,1990,27 Jul 1990,6.9,"34,279",87%,72,N/A
1674,Rocky V,104 min,1990,16 Nov 1990,5.3,"115,831",29%,55,N/A
1675,Child's Play 3,90 min,1991,30 Aug 1991,5.1,"31,893",29%,27,N/A
1676,Candyman,99 min,1992,16 Oct 1992,6.6,"59,096",74%,N/A,N/A
1677,Super Mario Bros.,104 min,1993,28 May 1993,4.0,"45,545",21%,N/A,N/A
1678,Cool Runnings,98 min,1993,01 Oct 1993,6.9,"84,131",77%,60,N/A
1679,Last Action Hero,130 min,1993,18 Jun 1993,6.3,"125,411",36%,44,N/A
1680,Street Fighter,102 min,1994,23 Dec 1994,3.9,"60,870",11%,N/A,N/A
1681,Heavyweights,100 min,1995,17 Feb 1995,6.7,"22,965",29%,N/A,N/A
1682,The Quick and the Dead,107 min,1995,10 Feb 1995,6.4,"78,246",57%,49,N/A
1683,Strange Days,145 min,1995,13 Oct 1995,7.2,"62,711",61%,66,N/A
1684,While You Were Sleeping,103 min,1995,21 Apr 1995,6.7,"84,247",80%,67,N/A
1685,The Craft,101 min,1996,03 May 1996,6.3,"68,363",57%,N/A,N/A
1686,Fear,97 min,1996,12 Apr 1996,6.2,"37,117",42%,51,N/A
1687,That Thing You Do!,108 min,1996,04 Oct 1996,6.9,"56,878",93%,71,N/A
1688,Anaconda,89 min,1997,11 Apr 1997,4.7,"87,176",40%,37,N/A
1689,B*A*P*S,91 min,1997,28 Mar 1997,4.2,"3,186",16%,N/A,N/A
1690,Home Alone 3,102 min,1997,12 Dec 1997,4.4,"95,019",30%,N/A,N/A
1691,Mortal Kombat: Annihilation,95 min,1997,21 Nov 1997,3.7,"42,633",2%,11,N/A
1692,Romy and Michele's High School Reunion,92 min,1997,25 Apr 1997,6.2,"38,964",72%,59,N/A
1693,The Saint,116 min,1997,04 Apr 1997,6.2,"58,159",30%,50,N/A
1694,City of Angels,114 min,1998,10 Apr 1998,6.7,"106,946",N/A,54,N/A
1695,Lost in Space,130 min,1998,03 Apr 1998,5.1,"66,452",28%,42,N/A
1696,Bringing Out the Dead,121 min,1999,22 Oct 1999,6.8,"58,646",71%,70,N/A
1697,The Cider House Rules,126 min,1999,07 Jan 2000,7.4,"88,269",71%,75,N/A
1698,Entrapment,113 min,1999,30 Apr 1999,6.3,"100,606",38%,54,N/A
1699,Never Been Kissed,107 min,1999,09 Apr 1999,6.1,"77,526",56%,60,N/A
1700,The Road to El Dorado,89 min,2000,31 Mar 2000,6.9,"75,538",48%,51,N/A
1701,The Whole Nine Yards,98 min,2000,18 Feb 2000,6.7,"102,811",45%,47,"$57,262,492"
1702,The 6th Day,123 min,2000,17 Nov 2000,5.9,"110,730",41%,49,"$33,813,823"
1703,Bedazzled,93 min,2000,20 Oct 2000,6.0,"91,130",49%,49,N/A
1704,The Cell,107 min,2000,18 Aug 2000,6.3,"89,850",45%,40,N/A
1705,Dinosaur,82 min,2000,19 May 2000,6.5,"47,742",64%,56,"$135,606,304"
1706,Frequency,118 min,2000,28 Apr 2000,7.4,"94,330",70%,67,N/A
1707,The Replacements,118 min,2000,11 Aug 2000,6.5,"54,463",41%,30,"$44,004,460"
1708,What Lies Beneath,130 min,2000,21 Jul 2000,6.6,"110,435",46%,51,"$155,018,556"
1709,Evolution,101 min,2001,08 Jun 2001,6.1,"112,929",43%,40,"$37,571,347"
1710,Exit Wounds,101 min,2001,16 Mar 2001,5.5,"30,146",32%,39,N/A
1711,Gosford Park,131 min,2001,18 Jan 2002,7.3,"73,789",86%,90,"$41,274,328"
1712,K-PAX,120 min,2001,26 Oct 2001,7.4,"167,348",41%,49,"$50,040,205"
1713,The One,87 min,2001,02 Nov 2001,5.9,"85,263",14%,25,N/A
1714,The Score,124 min,2001,13 Jul 2001,6.8,"113,011",73%,71,"$70,307,038"
1715,Thir13en Ghosts,91 min,2001,26 Oct 2001,5.6,"73,963",15%,30,"$41,601,840"
1716,About Schmidt,125 min,2002,03 Jan 2003,7.2,"117,382",85%,85,"$65,000,000"
1717,Divine Secrets of the Ya-Ya Sisterhood,116 min,2002,07 Jun 2002,6.0,"17,208",44%,48,"$69,542,820"
1718,Friday After Next,85 min,2002,22 Nov 2002,5.8,"23,677",26%,35,"$32,983,713"
1719,The New Guy,88 min,2002,10 May 2002,5.9,"31,827",7%,24,"$28,972,187"
1720,S1m0ne,117 min,2002,23 Aug 2002,6.1,"56,448",51%,49,"$9,492,087"
1721,Solaris,99 min,2002,27 Nov 2002,6.2,"74,970",66%,65,"$14,780,776"
1722,Daddy Day Care,92 min,2003,09 May 2003,5.6,"58,157",27%,39,"$103,600,000"
1723,Dreamcatcher,134 min,2003,21 Mar 2003,5.5,"84,800",29%,35,"$33,700,000"
1724,Kangaroo Jack,89 min,2003,17 Jan 2003,4.4,"27,100",N/A,16,N/A
1725,The Life of David Gale,130 min,2003,21 Feb 2003,7.6,"101,548",19%,31,"$19,593,740"
1726,Matchstick Men,116 min,2003,12 Sep 2003,7.3,"118,145",82%,61,"$36,873,198"
1727,My Boss's Daughter,86 min,2003,22 Aug 2003,4.7,"26,803",8%,N/A,N/A
1728,Open Range,139 min,2003,15 Aug 2003,7.5,"61,908",79%,67,"$58,260,046"
1729,Shanghai Knights,114 min,2003,07 Feb 2003,6.2,"94,143",66%,58,"$60,447,592"
1730,Out of Time,105 min,2003,03 Oct 2003,6.5,"52,940",N/A,63,N/A
1731,Around the World in 80 Days,120 min,2004,16 Jun 2004,5.9,"79,016",32%,49,N/A
1732,Catwoman,104 min,2004,23 Jul 2004,3.3,"101,977",9%,27,"$40,200,000"
1733,Ella Enchanted,96 min,2004,09 Apr 2004,6.3,"57,353",50%,53,"$22,811,339"
1734,First Daughter,106 min,2004,24 Sep 2004,5.0,"19,801",8%,31,"$9,026,247"
1735,Flight of the Phoenix,113 min,2004,17 Dec 2004,6.1,"49,592",30%,47,"$20,900,803"
1736,Raise Your Voice,103 min,2004,08 Oct 2004,5.9,"25,461",15%,33,"$10,411,980"
1737,Seed of Chucky,87 min,2004,12 Nov 2004,4.9,"35,233",33%,46,"$17,016,190"
1738,Sleepover,89 min,2004,09 Jul 2004,5.4,"14,372",15%,33,"$8,070,311"
1739,Be Cool,118 min,2005,04 Mar 2005,5.7,"64,753",30%,37,"$55,590,667"
1740,Hide and Seek,101 min,2005,28 Jan 2005,5.9,"78,089",13%,35,"$51,100,000"
1741,Hostage,113 min,2005,11 Mar 2005,6.6,"102,207",35%,44,"$34,617,915"
1742,The Interpreter,128 min,2005,22 Apr 2005,6.4,"93,041",57%,62,"$72,515,360"
1743,Monster-in-Law,101 min,2005,13 May 2005,5.5,"52,158",17%,31,"$82,820,167"
1744,The Wedding Date,90 min,2005,04 Feb 2005,6.1,"45,279",11%,32,"$32,000,000"
1745,Bad News Bears,113 min,2005,22 Jul 2005,5.8,"19,303",N/A,65,N/A
1746,Casanova,112 min,2005,06 Jan 2006,6.5,"49,495",44%,57,"$11,193,738"
1747,Fun with Dick and Jane,90 min,2005,21 Dec 2005,6.1,"125,361",28%,47,"$110,332,737"
1748,The Legend of Zorro,129 min,2005,28 Oct 2005,6.0,"86,185",26%,47,"$45,356,386"
1749,The Producers,134 min,2005,25 Dec 2005,6.4,"38,598",50%,52,"$19,151,907"
1750,Stealth,121 min,2005,29 Jul 2005,5.0,"49,651",12%,35,"$31,704,416"
1751,Wallace & Gromit: The Curse of the Were-Rabbit,85 min,2005,07 Oct 2005,7.5,"115,782",95%,87,"$56,068,547"
1752,16 Blocks,102 min,2006,03 Mar 2006,6.6,"121,882",56%,63,"$36,900,000"
1753,Firewall,105 min,2006,10 Feb 2006,5.8,"53,783",18%,45,"$48,699,400"
1754,Gridiron Gang,125 min,2006,15 Sep 2006,6.9,"42,019",42%,52,"$38,432,823"
1755,The Last Kiss,104 min,2006,15 Sep 2006,6.5,"39,888",46%,57,"$11,502,628"
1756,The Pink Panther,93 min,2006,10 Feb 2006,5.6,"75,454",21%,38,"$82,226,474"
1757,Stick It,103 min,2006,28 Apr 2006,6.4,"25,205",31%,53,"$26,870,825"
1758,Volver,121 min,2006,26 Jan 2007,7.6,"87,468",91%,84,"$12,830,604"
1759,When a Stranger Calls,87 min,2006,03 Feb 2006,5.1,"40,195",9%,27,"$47,860,214"
1760,The Wicker Man,102 min,2006,01 Sep 2006,3.7,"60,105",N/A,36,N/A
1761,World Trade Center,129 min,2006,09 Aug 2006,6.0,"74,094",67%,66,"$70,236,496"
1762,Notes on a Scandal,92 min,2006,26 Jan 2007,7.4,"71,039",87%,73,"$17,400,000"
1763,The Invasion,99 min,2007,17 Aug 2007,5.9,"71,286",19%,45,"$15,100,000"
1764,Music and Lyrics,96 min,2007,14 Feb 2007,6.5,"91,680",62%,59,"$50,400,000"
